futures_id,date,institutional_investors,long_deal_volume,long_deal_amount,short_deal_volume,short_deal_amount,long_open_interest_balance_volume,long_open_interest_balance_amount,short_open_interest_balance_volume,short_open_interest_balance_amount
MTX,2018-06-19,自營商,11913,6465907,13729,7409780,21467,11494116,12825,6762672
TX,2018-06-19,外資,126360,273937143,132088,286904682,75873,162174412,36684,78365389
TX,2018-06-19,投信,11501,25051158,12402,26505097,1422,3033570,27972,59473388
TX,2018-06-19,自營商,28214,61352684,25214,54760132,8909,18915682,11239,23839038
MTX,2018-06-20,外資,49166,26537784,46492,25114232,1457,781993,510,273715
MTX,2018-06-20,投信,0,0,0,0,46,24700,0,0
MTX,2018-06-20,自營商,19374,10411568,21408,11534541,11272,5966408,12349,6559161
TX,2018-06-20,外資,81585,175724156,79172,170745887,64890,139333973,29722,63785115
TX,2018-06-20,投信,806,1735774,524,1123135,1364,2929489,27635,59352981
TX,2018-06-20,自營商,32720,70737769,39116,84543612,5556,11737308,11316,24116854
MTX,2018-06-21,外資,34587,18531574,37467,20077137,960,513625,2893,1548625
MTX,2018-06-21,投信,0,0,0,0,46,24626,0,0
MTX,2018-06-21,自營商,6889,3684169,6975,3725321,10937,5771810,12124,6418242
TX,2018-06-21,外資,47306,101388023,51197,109729021,63832,136653683,32555,69660777
TX,2018-06-21,投信,252,539659,26,55631,1390,2976438,27435,58747869
TX,2018-06-21,自營商,14808,31704990,14033,30040122,6389,13487211,11368,24156039
MTX,2018-06-22,外資,39165,20829280,43024,22882950,591,314540,6383,3400310
MTX,2018-06-22,投信,28,14933,0,0,74,39424,0,0
MTX,2018-06-22,自營商,8737,4635507,10334,5472866,10191,5351966,13087,6894280
TX,2018-06-22,外資,61710,131302103,63161,134375280,64051,136459880,34225,72877316
TX,2018-06-22,投信,527,1123835,70,149137,1895,4038138,27483,58564849
TX,2018-06-22,自營商,15332,32581112,17578,37351468,5959,12504506,13156,27836182
MTX,2018-06-25,外資,34668,18430270,35201,18711647,366,193647,6663,3525519
MTX,2018-06-25,投信,9,4779,0,0,83,43924,0,0
MTX,2018-06-25,自營商,7742,4107457,7921,4192410,9224,4808285,12259,6406850
TX,2018-06-25,外資,48106,102288666,48907,103987755,63228,133807724,34210,72351003
TX,2018-06-25,投信,80,169552,95,201361,1914,4051448,27517,58246562
TX,2018-06-25,自營商,14994,31849477,12989,27574649,6395,13344740,11597,24340057
MTX,2018-06-26,外資,51525,27162714,52403,27625327,464,245754,7567,4006743
MTX,2018-06-26,投信,3,1585,0,0,86,45546,0,0
MTX,2018-06-26,自營商,11811,6212373,12855,6754175,8334,4344972,12477,6525864
TX,2018-06-26,外資,73503,154999814,75087,158341871,62355,132059084,34939,73950863
TX,2018-06-26,投信,84,176720,108,227550,1900,4024853,27527,58312481
TX,2018-06-26,自營商,21693,45720800,21519,45335872,6868,14356481,11880,24947190
MTX,2018-06-27,外資,38321,20276101,39784,21052999,106,55604,8693,4587274
MTX,2018-06-27,投信,0,0,0,0,86,45391,0,0
MTX,2018-06-27,自營商,9951,5251975,10065,5307525,8270,4294100,12876,6709653
TX,2018-06-27,外資,54011,114320574,52961,112110714,62285,131461987,33823,71344087
TX,2018-06-27,投信,55,116321,358,755699,1888,3985839,27818,58728654
TX,2018-06-27,自營商,17781,37609264,16608,35109947,7115,14851608,10900,22808780
MTX,2018-06-28,外資,53357,28103772,55949,29470495,354,185825,11533,6067456
MTX,2018-06-28,投信,1,525,0,0,87,45775,0,0
MTX,2018-06-28,自營商,11032,5794960,11487,6027308,8736,4530525,13837,7194449
TX,2018-06-28,外資,73612,155079565,75521,159126981,64424,135550108,37871,79639896
TX,2018-06-28,投信,40,84403,41,86242,1899,3996531,27830,58570322
TX,2018-06-28,自營商,18728,39407808,20078,42239959,6677,13886948,11802,24646420
MTX,2018-06-29,外資,49782,26343787,45135,23877273,906,482900,7438,3970225
MTX,2018-06-29,投信,0,0,0,0,87,46445,0,0
MTX,2018-06-29,自營商,11764,6208115,9678,5117982,10925,5754863,13980,7387059
TX,2018-06-29,外資,71601,151656005,66309,140406976,67957,145078400,36112,77049206
TX,2018-06-29,投信,1060,2262981,0,0,2006,4283506,26877,57392438
TX,2018-06-29,自營商,18180,38512829,17421,36960944,7336,15470478,11692,24769164
MTX,2018-07-02,外資,38816,20707316,38199,20381150,836,442858,6791,3602326
MTX,2018-07-02,投信,5,2658,0,0,92,48806,0,0
MTX,2018-07-02,自營商,10361,5515393,9499,5050118,10682,5590863,12915,6772523
TX,2018-07-02,外資,55371,118137724,55035,117454691,64977,137835282,32786,69508333
TX,2018-07-02,投信,46,97934,293,622091,1982,4205697,27100,57505484
TX,2018-07-02,自營商,18727,39934841,17392,37054867,7031,14733833,10042,21100911
MTX,2018-07-03,外資,66045,35085732,67907,36069483,497,262651,8322,4418825
MTX,2018-07-03,投信,2,1059,0,0,94,49919,0,0
MTX,2018-07-03,自營商,17153,9085688,15793,8349815,10709,5612228,11710,6132251
TX,2018-07-03,外資,89141,189415512,92418,196386978,64829,137648865,35912,76216069
TX,2018-07-03,投信,112,237955,278,590213,2025,4301105,27309,58009050
TX,2018-07-03,自營商,29725,63101284,28826,61172462,8224,17279203,10304,21655820
MTX,2018-07-04,外資,41611,22077643,41613,22077026,666,352405,8531,4527840
MTX,2018-07-04,投信,9,4781,0,0,103,54678,0,0
MTX,2018-07-04,自營商,9221,4878598,9606,5084212,11048,5786656,12564,6581395
TX,2018-07-04,外資,53716,114000223,54994,116715591,63741,135279507,36087,76557453
TX,2018-07-04,投信,119,252213,16,33938,2115,4490083,27296,57959602
TX,2018-07-04,自營商,18007,38182916,17701,37531966,8150,17129149,9880,20758785
MTX,2018-07-05,外資,50279,26553662,54969,29027664,749,392614,13304,6980343
MTX,2018-07-05,投信,2,1062,0,0,105,55130,0,0
MTX,2018-07-05,自營商,11289,5943495,13309,6990618,11303,5859744,14563,7546975
TX,2018-07-05,外資,69687,147199877,75670,159860379,62189,130536598,40518,85022162
TX,2018-07-05,投信,65,136807,638,1341750,2127,4465910,27881,58554964
TX,2018-07-05,自營商,20609,43492852,21115,44514356,9559,19908296,11864,24666825
MTX,2018-07-06,外資,67961,35676760,68073,35732009,687,361969,13398,7054189
MTX,2018-07-06,投信,8,4210,0,0,113,59540,0,0
MTX,2018-07-06,自營商,14839,7762901,13718,7172726,11476,5970851,13647,7091441
TX,2018-07-06,外資,93755,196883122,90584,190229170,64948,136807007,40095,84429316
TX,2018-07-06,投信,149,313742,74,153955,2239,4717506,27918,58837997
TX,2018-07-06,自營商,25867,54258656,25164,52784489,9530,19914554,11124,23191505
MTX,2018-07-09,外資,49366,26202103,45223,24001891,1376,732799,9980,5314612
MTX,2018-07-09,投信,5,2660,0,0,118,62906,0,0
MTX,2018-07-09,自營商,13359,7048241,11684,6186635,14009,7377664,15025,7921997
TX,2018-07-09,外資,68172,144790244,62625,133050198,69185,147415779,38776,82587172
TX,2018-07-09,投信,1288,2744407,70,149172,2409,5134625,26870,57295578
TX,2018-07-09,自營商,17505,37148143,19004,40351696,8011,16894425,10974,23165000
MTX,2018-07-10,外資,35976,19253043,34021,18204321,1038,555232,7739,4137170
MTX,2018-07-10,投信,15,8034,0,0,133,71208,0,0
MTX,2018-07-10,自營商,9561,5099598,7121,3797713,15978,8460523,14554,7705452
TX,2018-07-10,外資,48861,104593001,46667,99909884,67512,144458692,34896,74635475
TX,2018-07-10,投信,283,602290,51,109208,2556,5468430,26785,57361395
TX,2018-07-10,自營商,14371,30738439,13973,29879454,8506,18023402,11071,23460769
MTX,2018-07-11,外資,43910,23303499,45623,24211647,905,479739,9290,4923774
MTX,2018-07-11,投信,5,2652,0,0,138,73237,0,0
MTX,2018-07-11,自營商,14554,7706132,14846,7845331,14782,7761560,13759,7210219
TX,2018-07-11,外資,66551,141295314,69432,147383010,65511,138933923,35776,75829014
TX,2018-07-11,投信,177,373305,538,1141848,2623,5560100,27213,57766421
TX,2018-07-11,自營商,23844,50571663,23140,49072575,8773,18442147,10573,22190073
MTX,2018-07-12,外資,43698,23315676,39309,20969529,2031,1088769,6051,3238905
MTX,2018-07-12,投信,0,0,0,0,138,74092,0,0
MTX,2018-07-12,自營商,16152,8576817,13004,6923312,18295,9718025,14280,7584122
TX,2018-07-12,外資,64639,138018031,59428,126929315,71878,154172982,36926,79173035
TX,2018-07-12,投信,1338,2864630,365,782324,2673,5724303,26290,56458531
TX,2018-07-12,自營商,18791,40086953,20427,43616415,9176,19507743,12573,26736944
MTX,2018-07-13,外資,35610,19219366,35641,19234654,1973,1067994,6064,3279194
MTX,2018-07-13,投信,0,0,0,0,138,74851,0,0
MTX,2018-07-13,自營商,14632,7864105,11345,6105777,22509,12087764,13399,7185943
TX,2018-07-13,外資,60248,129958756,60474,130606617,72660,157247119,37924,82122048
TX,2018-07-13,投信,5195,11243097,4496,9633714,2757,5954728,25675,55598138
TX,2018-07-13,自營商,18294,39470541,17676,38107007,11093,23856538,14324,30766526
MTX,2018-07-16,外資,30476,16512639,32092,17384407,1663,898504,7370,3973295
MTX,2018-07-16,投信,15,8024,35,18922,140,75605,0,0
MTX,2018-07-16,自營商,12236,6607494,10443,5632818,24173,12959170,12482,6673108
TX,2018-07-16,外資,87409,188806818,87081,188437723,72512,155889227,37448,80604742
TX,2018-07-16,投信,13431,29098087,13420,28789788,2782,5974418,25689,55169566
TX,2018-07-16,自營商,19845,42951244,19722,42614913,11730,25172985,15035,32164845
MTX,2018-07-17,外資,34874,18780413,37304,20087259,1389,746859,9526,5113211
MTX,2018-07-17,投信,124,66112,125,67311,139,74080,0,0
MTX,2018-07-17,自營商,9931,5339703,11369,6096905,23124,12354556,13791,7344952
TX,2018-07-17,外資,100738,216522452,102597,220657534,81227,173538214,48022,102666942
TX,2018-07-17,投信,9263,19978382,9781,20910753,2783,5938119,26208,55879476
TX,2018-07-17,自營商,21542,46343043,24050,51761056,9066,19345945,14649,31230791
MTX,2018-07-18,外資,41134,22162152,39170,21107372,436,233604,1832,981509
MTX,2018-07-18,投信,0,0,0,0,139,74476,0,0
MTX,2018-07-18,自營商,19153,10305233,19957,10753673,13483,7183647,10836,5778054
TX,2018-07-18,外資,64149,138001750,56105,120749795,69067,148002663,32028,68626189
TX,2018-07-18,投信,648,1397098,576,1238416,2811,6024508,26164,56074505
TX,2018-07-18,自營商,29809,64292033,33343,71923240,5355,11405439,12929,27637567
MTX,2018-07-19,外資,38585,20743832,36543,19645736,2475,1326723,1825,978022
MTX,2018-07-19,投信,4,2144,3,1608,140,75040,0,0
MTX,2018-07-19,自營商,10088,5408432,9263,4964009,15485,8257849,11965,6384315
TX,2018-07-19,外資,56502,121522726,54606,117439099,71002,152205784,32068,68740141
TX,2018-07-19,投信,81,174220,68,146110,2856,6123240,26196,56164008
TX,2018-07-19,自營商,16449,35350900,16053,34498762,5680,12110967,12870,27523458
MTX,2018-07-20,外資,61071,32944298,55615,30005623,7756,4197436,1710,925428
MTX,2018-07-20,投信,6,3242,0,0,146,79015,0,0
MTX,2018-07-20,自營商,15602,8406546,12870,6937506,18910,10186116,12702,6845769
TX,2018-07-20,外資,86844,187457443,81341,175562646,78185,169226429,33733,73011277
TX,2018-07-20,投信,666,1441477,340,735665,2630,5693400,25644,55513867
TX,2018-07-20,自營商,24571,53028598,24782,53495104,6010,12939230,13400,28939126
MTX,2018-07-23,外資,42699,23118737,44627,24162151,5909,3199438,1791,969691
MTX,2018-07-23,投信,2,1081,0,0,148,80135,0,0
MTX,2018-07-23,自營商,10535,5700352,9126,4938096,18998,10240716,11353,6119676
TX,2018-07-23,外資,58790,127316881,58642,126984620,76820,166349368,32220,69768700
TX,2018-07-23,投信,51,110461,917,1986068,2559,5542259,26439,57261290
TX,2018-07-23,自營商,18299,39617612,16856,36493651,6688,14414565,12642,27312839
MTX,2018-07-24,外資,31278,16950289,33030,17899905,4770,2592758,2404,1306614
MTX,2018-07-24,投信,3,1630,0,0,151,82076,0,0
MTX,2018-07-24,自營商,6730,3643713,6512,3527905,19077,10319945,11274,6100085
TX,2018-07-24,外資,44008,95403306,46552,100917955,74125,161133016,32069,69710538
TX,2018-07-24,投信,75,163028,38,82538,2585,5620283,26428,57459454
TX,2018-07-24,自營商,13822,29972068,12135,26313643,8300,17971225,12552,27220454
MTX,2018-07-25,外資,29551,16068834,29198,15876347,4856,2637651,2191,1190100
MTX,2018-07-25,投信,0,0,26,14137,125,67900,0,0
MTX,2018-07-25,自營商,6531,3548790,6872,3732849,18661,10087279,11066,5980961
TX,2018-07-25,外資,43645,94924076,40926,89009347,75416,163833515,30641,66562676
TX,2018-07-25,投信,34,73994,44,95631,2561,5564517,26414,57392035
TX,2018-07-25,自營商,12305,26754982,13034,28342509,7519,16264119,12500,27089734
MTX,2018-07-26,外資,35794,19501218,31709,17278641,8821,4813299,2071,1130130
MTX,2018-07-26,投信,1,546,0,0,126,68758,0,0
MTX,2018-07-26,自營商,7680,4179488,7326,3988376,19718,10705694,11737,6372907
TX,2018-07-26,外資,48596,105917539,46476,101301372,76570,167104120,29675,64758948
TX,2018-07-26,投信,72,157138,55,119929,2560,5587942,26396,57616854
TX,2018-07-26,自營商,12286,26773284,12222,26636187,8384,18217592,13309,28976828
MTX,2018-07-27,外資,30075,16471503,26677,14611394,12148,6675422,2008,1103577
MTX,2018-07-27,投信,0,0,0,0,126,69243,0,0
MTX,2018-07-27,自營商,7660,4189823,8442,4623167,21695,11863390,14496,7933920
TX,2018-07-27,外資,46306,101473136,40617,89006577,82234,180730306,29648,65156634
TX,2018-07-27,投信,399,876822,44,96719,2640,5803223,26121,57418863
TX,2018-07-27,自營商,12531,27455596,14271,31292139,9297,20342742,15962,35010206
MTX,2018-07-30,外資,36089,19813894,37204,20424929,11106,6074045,2085,1140591
MTX,2018-07-30,投信,0,0,0,0,126,68916,0,0
MTX,2018-07-30,自營商,7625,4181511,6664,3652380,21775,11853299,13295,7239386
TX,2018-07-30,外資,51466,113013996,52057,114308952,81067,177321914,29071,63585683
TX,2018-07-30,投信,24,52514,52,113830,2623,5738574,26132,57171263
TX,2018-07-30,自營商,14730,32325314,15276,33524767,7493,16301828,14784,32264131
MTX,2018-07-31,外資,30801,16873200,30048,16462820,11717,6437966,1947,1070036
MTX,2018-07-31,投信,1,546,0,0,127,69787,0,0
MTX,2018-07-31,自營商,9023,4938657,8658,4743580,22393,12247619,13588,7435518
TX,2018-07-31,外資,43330,94975377,41515,91004714,82093,180403309,28281,62145813
TX,2018-07-31,投信,76,166807,108,236705,2591,5694993,26132,57437817
TX,2018-07-31,自營商,15334,33612281,15620,34243474,7798,17046296,15365,33692902
MTX,2018-08-01,外資,26896,14829910,26576,14652578,12115,6689051,1950,1076755
MTX,2018-08-01,投信,7,3868,0,0,134,73995,0,0
MTX,2018-08-01,自營商,6770,3727531,6628,3652515,22192,12192971,13104,7204065
TX,2018-08-01,外資,39636,87433754,38741,85453783,83114,183543094,28407,62725826
TX,2018-08-01,投信,94,207576,24,52930,2640,5831204,26111,57673627
TX,2018-08-01,自營商,13030,28735516,13124,28952731,9739,21404279,17401,38350976
MTX,2018-08-02,外資,42140,23089326,47048,25772479,1071,582020,5330,2897297
MTX,2018-08-02,投信,0,0,0,0,134,72842,0,0
MTX,2018-08-02,自營商,9414,5152891,10987,5997669,20385,11028917,12882,6967728
TX,2018-08-02,外資,59812,130973206,62980,137975645,81977,178211566,28059,60991491
TX,2018-08-02,投信,18,39261,818,1780249,2571,5590357,26842,58364918
TX,2018-08-02,自營商,21628,47327199,20944,45824078,9296,20110221,16271,35285468
MTX,2018-08-03,外資,32581,17821332,29632,16210830,2599,1424503,3917,2147737
MTX,2018-08-03,投信,0,0,0,0,134,73479,0,0
MTX,2018-08-03,自營商,7551,4120695,8557,4677661,20856,11378388,14391,7857498
TX,2018-08-03,外資,49704,108802722,45796,100256498,83749,183652337,25921,56834255
TX,2018-08-03,投信,929,2038206,26,57009,2580,5658946,25948,56914016
TX,2018-08-03,自營商,13324,29154714,13821,30254028,8965,19552543,16429,35942544
MTX,2018-08-06,外資,37538,20635020,36407,20013699,2186,1199556,2377,1304835
MTX,2018-08-06,投信,0,0,0,0,134,73566,0,0
MTX,2018-08-06,自營商,9666,5307385,9808,5385596,22366,12220480,16039,8771665
TX,2018-08-06,外資,54725,120342100,56100,123355514,81350,178598548,24895,54647004
TX,2018-08-06,投信,76,166975,29,63644,2622,5757887,25943,56970516
TX,2018-08-06,自營商,17735,38984759,16974,37319478,9162,20009554,15866,34748402
MTX,2018-08-07,外資,29550,16219325,28966,15899108,2575,1411822,2182,1196412
MTX,2018-08-07,投信,0,0,0,0,134,73486,0,0
MTX,2018-08-07,自營商,6654,3648042,7800,4276434,21956,11982053,16755,9153910
TX,2018-08-07,外資,42611,93556639,42354,92989003,82590,181121153,25878,56739421
TX,2018-08-07,投信,0,0,257,563681,2578,5655077,26156,57375498
TX,2018-08-07,自營商,13652,29962561,14347,31491129,8602,18759139,16006,35017753
MTX,2018-08-08,外資,27726,15301246,25707,14188195,4099,2263424,1640,905593
MTX,2018-08-08,投信,0,0,0,0,134,74015,0,0
MTX,2018-08-08,自營商,9052,4983972,8867,4890872,24195,13297887,18772,10335336
TX,2018-08-08,外資,43178,95335902,39967,88254512,86111,190196325,26188,57832571
TX,2018-08-08,投信,273,601508,183,404536,2633,5815718,26121,57711426
TX,2018-08-08,自營商,17081,37707714,17944,39625487,10054,22093726,18321,40385712
MTX,2018-08-09,外資,30164,16614850,29400,16193939,4873,2683637,1650,908561
MTX,2018-08-09,投信,9,4958,0,0,143,78772,0,0
MTX,2018-08-09,自營商,9127,5021791,8597,4727073,24033,13180899,18032,9901572
TX,2018-08-09,外資,42567,93785621,44188,97353297,83980,184985961,25678,56551107
TX,2018-08-09,投信,1164,2556659,1583,3488007,2668,5869138,26575,58555074
TX,2018-08-09,自營商,16685,36739698,15168,33396123,8322,18237944,15084,33150371
MTX,2018-08-10,外資,26145,14368259,27020,14848843,4037,2212404,1701,931731
MTX,2018-08-10,投信,1,549,0,0,144,78919,0,0
MTX,2018-08-10,自營商,7829,4295706,9471,5196073,22508,12279881,18305,10000436
TX,2018-08-10,外資,50962,111975658,53430,117422834,81829,179286788,25992,56943250
TX,2018-08-10,投信,3845,8447475,4160,9114249,2632,5758390,26854,58842872
TX,2018-08-10,自營商,16700,36688524,16261,35717373,7868,17157287,14152,30932301
MTX,2018-08-13,外資,51866,28062201,61657,33368178,743,399497,8210,4411548
MTX,2018-08-13,投信,0,0,0,0,144,77443,0,0
MTX,2018-08-13,自營商,16876,9131639,21142,11413741,19398,10392919,20585,11037993
TX,2018-08-13,外資,119555,258224664,130287,281558142,78052,167704101,32944,70781538
TX,2018-08-13,投信,13419,28907263,13989,30058152,2538,5449668,27330,58702435
TX,2018-08-13,自營商,37812,81712671,38423,83040964,7528,16124439,14142,30324481
MTX,2018-08-14,外資,44745,24125131,43886,23663213,1003,541904,4427,2391047
MTX,2018-08-14,投信,144,77680,144,77887,144,77674,0,0
MTX,2018-08-14,自營商,15110,8137873,16163,8712223,19986,10761918,22386,12072469
TX,2018-08-14,外資,104290,224880664,104069,224489311,76622,165407009,32089,69286880
TX,2018-08-14,投信,10289,22216499,9754,21019490,2488,5369105,26745,57709188
TX,2018-08-14,自營商,26864,57939923,26553,57259346,7363,15852077,13626,29366411
MTX,2018-08-15,外資,46448,24944742,50933,27354478,199,106222,5644,3013462
MTX,2018-08-15,投信,0,0,0,0,144,76889,0,0
MTX,2018-08-15,自營商,18412,9889760,22277,11951043,13850,7373004,14969,7972961
TX,2018-08-15,外資,67227,144271180,71350,153191188,64574,137904938,30193,64485649
TX,2018-08-15,投信,854,1833432,1192,2549909,2464,5262611,27059,57792444
TX,2018-08-15,自營商,35668,76620085,37319,80116513,6103,12988290,11264,24002064
MTX,2018-08-16,外資,52900,28177803,51381,27370793,1222,652933,340,181522
MTX,2018-08-16,投信,2,1064,0,0,146,78015,0,0
MTX,2018-08-16,自營商,9739,5180792,10180,5416316,13378,7127153,14710,7841856
TX,2018-08-16,外資,76637,163339655,74421,158647822,64503,137856270,29108,62214816
TX,2018-08-16,投信,36,76857,78,166375,2475,5290065,27112,57949045
TX,2018-08-16,自營商,16849,35925450,19246,41020873,6404,13643096,14019,29909251
MTX,2018-08-17,外資,35922,19219453,39361,21061736,426,227044,2943,1568602
MTX,2018-08-17,投信,0,0,0,0,146,77825,0,0
MTX,2018-08-17,自營商,9043,4834530,7382,3947273,15726,8361096,15397,8187596
TX,2018-08-17,外資,49826,106612957,53025,113494504,63734,135881005,31548,67266040
TX,2018-08-17,投信,66,140726,27,57597,2519,5371012,27117,57818699
TX,2018-08-17,自營商,16467,35226862,15072,32229391,7865,16722901,14085,29972819
MTX,2018-08-20,外資,43421,23164971,43039,22962593,267,142446,2402,1281315
MTX,2018-08-20,投信,0,0,0,0,146,77891,0,0
MTX,2018-08-20,自營商,6647,3543846,7547,4023475,14919,7939394,15302,8145790
TX,2018-08-20,外資,59972,128012222,57218,122129184,65778,140358180,30838,65807743
TX,2018-08-20,投信,27,57721,500,1067255,2541,5422494,27612,58923888
TX,2018-08-20,自營商,13428,28660972,14639,31243095,7615,16206701,15093,32154004
MTX,2018-08-21,外資,35456,19010268,33885,18165915,778,418790,1318,709361
MTX,2018-08-21,投信,0,0,0,0,146,78592,0,0
MTX,2018-08-21,自營商,8604,4613089,7262,3895626,14038,7535230,12915,6935033
TX,2018-08-21,外資,51137,109694162,50761,108891954,67693,145742426,32383,69725684
TX,2018-08-21,投信,502,1080792,64,137684,2527,5441136,27160,58480768
TX,2018-08-21,自營商,15869,34049312,15533,33346535,8033,17251254,15216,32708276
MTX,2018-08-22,外資,32118,17294358,31127,16759298,1873,1007928,1445,777503
MTX,2018-08-22,投信,0,0,0,0,146,78570,0,0
MTX,2018-08-22,自營商,9624,5181881,6947,3739382,15234,8175485,11335,6081821
TX,2018-08-22,外資,49223,106023323,47851,103059737,67266,144781639,30584,65833518
TX,2018-08-22,投信,61,131272,26,55895,2558,5506351,27156,58455838
TX,2018-08-22,自營商,19082,41096506,16834,36260115,6701,14378832,11640,25000915
MTX,2018-08-23,外資,42393,22881832,40782,22013211,2580,1398148,593,321314
MTX,2018-08-23,投信,0,0,0,0,146,79132,0,0
MTX,2018-08-23,自營商,9460,5108126,6267,3381871,16700,9024763,9756,5267886
TX,2018-08-23,外資,59595,128675505,57141,123368329,68263,147975824,29114,63117255
TX,2018-08-23,投信,372,806327,10,21552,2607,5651976,26841,58191090
TX,2018-08-23,自營商,16825,36333854,15773,34067639,8291,17922534,12141,26259770
MTX,2018-08-24,外資,40459,21807024,41553,22402020,1361,733965,500,269372
MTX,2018-08-24,投信,0,0,0,0,146,78745,0,0
MTX,2018-08-24,自營商,9734,5243581,12803,6894352,15228,8188376,11421,6139890
TX,2018-08-24,外資,54698,117937463,61867,133389007,64313,138730348,32325,69734858
TX,2018-08-24,投信,77,166073,48,103398,2648,5712795,26853,57932464
TX,2018-08-24,自營商,16991,36617287,15604,33627436,8571,18440195,11017,23707042
MTX,2018-08-27,外資,38829,21052069,36898,20009474,3242,1764240,454,246834
MTX,2018-08-27,投信,0,0,0,0,146,79461,0,0
MTX,2018-08-27,自營商,7929,4299178,7486,4058273,15862,8602287,12036,6528531
TX,2018-08-27,外資,56493,122555880,51448,111630481,65995,143648399,28961,63044818
TX,2018-08-27,投信,133,289160,6,13022,2682,5838714,26760,58256272
TX,2018-08-27,自營商,15361,33333028,16438,35672631,8078,17525467,11495,24954963
MTX,2018-08-28,外資,31257,17106423,28388,15537802,2850,1560492,417,228439
MTX,2018-08-28,投信,0,0,0,0,146,79964,0,0
MTX,2018-08-28,自營商,6184,3381875,4323,2364592,18017,9832850,12402,6769125
TX,2018-08-28,外資,52460,114878628,48987,107276079,69059,151265725,27746,60782507
TX,2018-08-28,投信,134,293699,269,589385,2747,6018128,26960,59063720
TX,2018-08-28,自營商,13812,30246110,13790,30191889,8290,18096211,11667,25483854
MTX,2018-08-29,外資,38099,20963277,33530,18453771,4151,2290742,276,152373
MTX,2018-08-29,投信,0,0,0,0,146,80599,0,0
MTX,2018-08-29,自營商,11375,6257724,7195,3960235,21722,11952844,11647,6406378
TX,2018-08-29,外資,58333,128463474,52151,114852717,76624,169164593,28325,62543495
TX,2018-08-29,投信,33,72810,35,77263,2723,6012929,26938,59484244
TX,2018-08-29,自營商,17887,39385715,18224,40140807,9339,20552826,13055,28748796
MTX,2018-08-30,外資,49699,27497958,48323,26735335,5530,3046937,307,169188
MTX,2018-08-30,投信,0,0,0,0,146,80461,0,0
MTX,2018-08-30,自營商,11206,6199440,9925,5487533,23359,12833637,11811,6485639
TX,2018-08-30,外資,70425,155871534,65144,144195848,80560,177545529,26973,59455421
TX,2018-08-30,投信,140,310328,71,156807,2740,6040056,26886,59267250
TX,2018-08-30,自營商,18875,41773346,17995,39829017,10060,22102275,12944,28449780
MTX,2018-08-31,外資,43686,24010088,47573,26144744,2946,1623159,1610,887164
MTX,2018-08-31,投信,0,0,8,4405,138,76052,0,0
MTX,2018-08-31,自營商,7785,4274448,7752,4256194,23428,12877728,11583,6363960
TX,2018-08-31,外資,62522,137426118,69626,153049142,74391,163949929,27908,61516459
TX,2018-08-31,投信,18,39530,323,711478,2689,5927632,27140,59827205
TX,2018-08-31,自營商,15487,34040996,14428,31709682,10144,22296555,12035,26455368
MTX,2018-09-03,外資,45311,24881571,46477,25520800,3164,1729529,2982,1629938
MTX,2018-09-03,投信,0,0,0,0,138,75445,0,0
MTX,2018-09-03,自營商,8197,4495610,11241,6161874,21699,11835652,12914,7042907
TX,2018-09-03,外資,62845,138017908,62403,137058274,73601,160917669,26679,58337102
TX,2018-09-03,投信,0,0,519,1134941,2605,5696614,27575,60300710
TX,2018-09-03,自營商,17845,39165563,19100,41907594,9246,20160427,12388,27022579
MTX,2018-09-04,外資,36179,19839299,35510,19470905,3537,1945450,2686,1477357
MTX,2018-09-04,投信,0,0,0,0,138,75914,0,0
MTX,2018-09-04,自營商,8543,4683862,9548,5235269,21755,11937787,13083,7180073
TX,2018-09-04,外資,55470,121672162,55879,122558053,73946,162670650,27433,60354478
TX,2018-09-04,投信,377,829533,49,107791,2565,5644026,27207,59865962
TX,2018-09-04,自營商,14499,31810673,14168,31079522,8965,19663424,11999,26332515
MTX,2018-09-05,外資,47100,25864082,48764,26775999,2323,1271513,3119,1707250
MTX,2018-09-05,投信,0,0,0,0,138,75548,0,0
MTX,2018-09-05,自營商,11489,6308416,11705,6422644,23293,12723292,14904,8141919
TX,2018-09-05,外資,69252,152145417,68738,150988031,74146,162325769,27117,59371273
TX,2018-09-05,投信,10,22007,64,140366,2525,5529245,27221,59608221
TX,2018-09-05,自營商,20603,45256419,21561,47358432,8496,18545185,12462,27221948
MTX,2018-09-06,外資,58582,31959637,59211,32302399,2461,1341053,830,452161
MTX,2018-09-06,投信,0,0,0,0,138,75210,0,0
MTX,2018-09-06,自營商,12854,7006202,13529,7372451,23254,12644829,15544,8453309
TX,2018-09-06,外資,78281,170850682,76977,167984525,75394,164317338,27825,60647038
TX,2018-09-06,投信,24,52338,35,76314,2535,5526300,27242,59387185
TX,2018-09-06,自營商,18756,40925414,19432,42395663,7906,17175184,12547,27283640
MTX,2018-09-07,外資,53639,29122186,55467,30120863,1975,1070827,2172,1177557
MTX,2018-09-07,投信,0,0,0,0,138,74831,0,0
MTX,2018-09-07,自營商,13905,7546024,13654,7405277,25142,13607172,17517,9478854
TX,2018-09-07,外資,78414,170269078,79657,172975598,74661,161900113,28335,61445707
TX,2018-09-07,投信,4,8675,691,1498683,2452,5318388,27846,60397597
TX,2018-09-07,自營商,21608,46896790,22900,49686632,7373,15934440,13222,28607939
MTX,2018-09-10,外資,57054,30784900,63047,34022267,526,282219,1916,1028092
